"","TIMESTAMP","NO3.N","TDN","DOC"
"1",2021-10-20 18:25:00,0.129234203655542,0.332610955991492,5.07228723503
"2",2021-10-20 18:26:00,0.117439680150945,0.324358594385004,4.90053581646466
"3",2021-10-20 18:27:00,0.110928036837036,0.323805288061725,4.8665380480289
"4",2021-10-20 18:28:00,0.110963196434181,0.320330027685225,4.9228621833523
"5",2021-10-20 18:29:00,0.112882453122918,0.324663443908098,4.85110423380947
"6",2021-10-20 18:30:00,0.119888100074036,0.320381558873318,4.89695643880833
"7",2021-10-20 18:32:00,0.12234313657587,0.320938444611575,4.86009373262736
"8",2021-10-20 18:33:00,0.112367705981614,0.317960053125661,4.75951612480816
"9",2021-10-20 18:34:00,0.114046566811642,0.318429767149196,4.86971369391555
"10",2021-10-20 18:35:00,0.108152264263047,0.317454123414716,4.68648370078162
"11",2021-10-20 18:36:00,0.112805227225592,0.317570096972132,4.7622528619155
"12",2021-10-20 18:37:00,0.111624814133867,0.320409515566743,4.79712729667333
"13",2021-10-20 18:38:00,0.113933770724226,0.315669144005279,4.80208424396343
"14",2021-10-20 18:39:00,0.117380945805262,0.316959536801522,4.78092744011475
"15",2021-10-20 18:40:00,0.112121706770867,0.316189181723124,4.80428660879556
"16",2021-10-20 18:41:00,0.107903347540933,0.314367811553278,4.76394906145429
"17",2021-10-20 18:42:00,0.110112354495559,0.314981882431639,4.73974356844649
"18",2021-10-20 18:43:00,0.108112869291827,0.312799952461861,4.65933173854291
"19",2021-10-20 18:44:00,0.112095695760641,0.313598064737799,4.79144057977535
"20",2021-10-20 18:45:00,0.104182150803354,0.310674402237529,4.59595854883324
"21",2021-10-20 18:47:00,0.105809945910595,0.313355304243856,4.64439301840941
"22",2021-10-20 18:48:00,0.113085022799542,0.313882577246078,4.79141540092299
"23",2021-10-20 18:49:00,0.0972423364497846,0.310037563107126,4.55252073892677
"24",2021-10-20 18:50:00,0.104757097693399,0.310007932226492,4.6287197245693
"25",2021-10-20 18:51:00,0.105763298804671,0.311071085621953,4.60056570335649
"26",2021-10-20 18:53:00,0.104436847915079,0.310234930541647,4.61378689710404
"27",2021-10-20 18:54:00,0.100993966673597,0.306847820408315,4.4973436998313
"28",2021-10-20 18:55:00,0.113197111518754,0.309350307792447,4.63072109333763
"29",2021-10-20 18:56:00,0.119122554442491,0.313466570937394,4.65860827822688
"30",2021-10-20 18:57:00,0.114151212320485,0.311440895279864,4.62812915449979
"31",2021-10-20 18:58:00,0.125446126747669,0.309938480334982,4.75501714490758
"32",2021-10-21 08:30:00,1.4610332320748,2.09026308161982,7.3831980531457
"33",2021-10-21 08:31:00,1.63596753660196,2.09896479615644,7.33259905280601
"34",2021-10-21 08:32:00,1.49136247659795,2.09775582246768,7.29988147495181
"35",2021-10-21 08:33:00,1.79177073609929,2.11151522507857,7.564831282835
"36",2021-10-21 08:34:00,1.64272753454455,2.09849218480853,7.45597675184539
"37",2021-10-21 08:35:00,1.65906965305179,2.08950530978475,7.36279028232498
"38",2021-10-21 08:36:00,1.59065844815255,2.11599761773723,7.52664304154606
"39",2021-10-21 08:37:00,1.64289522362825,2.11098718670405,7.32000590818673
"40",2021-10-21 08:38:00,1.72077760609333,2.1479459521539,7.60144031011753
"41",2021-10-21 08:39:00,1.43780865411141,2.11268097764044,7.4489213495013
"42",2021-10-21 08:40:00,1.66665490345826,2.06566616785107,7.47582246043123
"43",2021-10-21 08:41:00,1.67091367497255,2.15161785359877,7.28137311010551
"44",2021-10-21 08:42:00,1.62427443560339,2.18144409497712,7.59356316020352
"45",2021-10-21 08:43:00,1.74249176927253,2.19012967563924,7.63918157597226
"46",2021-10-21 08:44:00,1.88687824465967,2.20324886866822,7.38389086276932
"47",2021-10-21 08:45:00,1.54831880994198,2.19242214720762,7.31344017798537
"48",2021-10-21 08:46:00,1.81618050903808,2.20709841652548,7.38316684187321
"49",2021-10-21 08:47:00,1.67484074057453,2.21193161599718,7.50656788019194
"50",2021-10-21 08:48:00,1.53991746848901,2.21345368559445,7.48757342461218
"51",2021-10-21 08:49:00,1.75314488570232,2.22867996479547,7.52322001091109
"52",2021-10-21 08:50:00,1.62444052025383,2.24396521297164,7.44343102025707
"53",2021-10-21 08:51:00,1.74686956855152,2.26282804317245,7.54278443670973
"54",2021-10-21 08:52:00,1.81026943430459,2.26358389261268,7.28697953171706
"55",2021-10-21 08:53:00,1.63680977408553,2.25225547109411,7.46972597894854
"56",2021-10-21 08:54:00,1.63240227672932,2.23881031094692,7.21918280180471
"57",2021-10-21 08:55:00,1.77778159083575,2.29251192820867,7.60601603359599
"58",2021-10-21 08:56:00,1.46075123231739,2.23933066833623,7.4654657146755
"59",2021-10-21 08:57:00,1.38725914364458,2.25336005884126,7.21078888374598
"60",2021-10-21 08:58:00,1.63372867580176,2.29334039286302,7.45096970539473
"61",2021-10-21 08:59:00,1.7107843656369,2.28118517965528,7.34364868800974
"62",2021-10-21 09:00:00,1.86632036542326,2.32164527129,7.57043389934808
"63",2021-10-21 09:01:00,1.72098915319605,2.31256612235164,7.39509804294656
"64",2021-10-21 09:02:00,1.47519460112719,2.2849386167812,7.38712772019197
"65",2021-10-21 09:03:00,1.39415363119825,2.29265559507497,7.39607036463947
"66",2021-10-21 09:04:00,1.51113578430236,2.30441837699668,7.60640222985689
"67",2021-10-21 09:05:00,1.59660880601183,2.34748701880545,7.47216416673529
"68",2021-10-21 09:06:00,1.85148393459765,2.30810708845349,7.79620900147509
"69",2021-10-21 09:07:00,1.61845950599792,2.30292095061378,7.59085560158343
